problem_size,total_time,write_time,tree_construction_time,acceleration_calc_time,integration_time
20608,148,1,32,0,0,148
20736,150,0,38,0,0,150
20864,146,0,38,0,0,146
20992,148,0,37,0,0,148
21120,151,0,39,0,0,151
21248,151,0,39,0,0,151
21376,154,0,39,0,0,154
21504,154,0,38,0,0,154
21632,152,0,38,0,0,152
21760,157,0,40,0,0,157
21888,153,3,39,0,0,153
22016,157,1,39,0,0,157
22144,156,0,40,0,0,156
22272,160,0,39,0,0,160
22400,159,0,40,0,0,159
22528,162,0,40,0,0,162
22656,162,0,39,0,0,162
22784,161,0,40,0,0,161
22912,159,0,40,0,0,159
23040,165,0,40,0,0,165
23168,161,0,40,0,0,161
23296,163,0,40,0,0,163
23424,167,0,40,0,0,167
23552,170,0,40,0,0,170
23680,176,3,40,0,0,176
23808,167,0,40,0,0,167
23936,176,0,41,0,0,176
24064,173,0,41,0,0,173
24192,172,0,41,0,0,172
24320,177,0,41,0,0,177
24448,177,0,41,0,0,177
24576,170,0,41,0,0,170
24704,189,0,41,0,0,189
24832,186,12,41,0,0,186
24960,181,0,41,0,0,181
25088,180,0,42,0,0,180
25216,180,0,42,0,0,180
25344,176,0,43,0,0,176
25472,188,0,46,0,0,188
25600,186,1,44,0,0,186
25728,180,0,46,0,0,180
25856,181,0,46,0,0,181
25984,192,0,42,0,0,192
26112,193,0,42,0,0,193
26240,191,0,44,0,0,191
26368,190,0,49,0,0,190
26496,194,0,49,0,0,194
26624,194,0,49,0,0,194
26752,194,1,48,0,0,194
26880,193,3,49,0,0,193
27008,192,0,48,0,0,192
27136,201,0,49,0,0,201
27264,197,0,50,0,0,197
27392,202,0,49,0,0,202
27520,202,0,50,0,0,202
27648,198,0,49,0,0,198
27776,196,0,49,0,0,196
27904,203,0,50,0,0,203
28032,205,0,51,0,0,205
28160,204,0,51,0,0,204
28288,206,0,51,0,0,206
28416,210,0,51,0,0,210
28544,217,0,51,0,0,217
28672,212,0,55,0,0,212
28800,214,0,51,0,0,214
28928,215,1,51,0,0,215
29056,214,0,51,0,0,214
29184,209,0,51,0,0,209
29312,221,0,57,0,0,221
29440,219,0,53,0,0,219
29568,216,0,53,0,0,216
29696,222,2,52,0,0,222
29824,225,0,51,0,0,225
29952,224,2,51,0,0,224
30080,225,2,51,0,0,225
30208,225,1,51,0,0,225
30336,230,0,51,0,0,230
30464,232,0,51,0,0,232
30592,230,2,53,0,0,230
30720,232,0,54,0,0,232
30848,228,0,56,0,0,228
30976,234,0,58,0,0,234
31104,225,0,58,0,0,225
31232,230,0,58,0,0,230
31360,228,0,59,0,0,228
31488,235,0,59,0,0,235
31616,234,0,59,0,0,234
31744,234,0,59,0,0,234
31872,243,4,59,0,0,243
32000,231,0,59,0,0,231
32128,237,0,60,0,0,237
32256,231,0,60,0,0,231
32384,244,0,60,0,0,244
32512,243,0,61,0,0,243
32640,244,0,61,0,0,244
32768,247,0,61,0,0,247
32896,246,0,61,0,0,246
33024,244,0,61,0,0,244
33152,250,0,62,0,0,250
33280,243,0,61,0,0,243
33408,249,0,61,0,0,249
33536,247,0,61,0,0,247
33664,248,1,61,0,0,248
33792,253,0,61,0,0,253
33920,250,2,61,0,0,250
34048,260,0,61,0,0,260
34176,258,0,61,0,0,258
34304,262,1,61,0,0,262
34432,261,0,62,0,0,261
34560,263,5,64,0,0,263
34688,264,1,62,0,0,264
34816,266,0,63,0,0,266
34944,269,4,62,0,0,269
35072,262,0,68,0,0,262
35200,271,5,69,0,0,271
35328,264,0,68,0,0,264
35456,265,0,70,0,0,265
35584,269,0,62,0,0,269
35712,264,0,69,0,0,264
35840,276,0,66,0,0,276
35968,274,0,69,0,0,274
36096,276,1,70,0,0,276
36224,272,0,69,0,0,272
36352,276,0,70,0,0,276
36480,278,0,69,0,0,278
36608,278,0,71,0,0,278
36736,278,0,71,0,0,278
36864,276,0,71,0,0,276
36992,278,0,71,0,0,278
37120,276,0,71,0,0,276
37248,277,0,71,0,0,277
37376,286,0,71,0,0,286
37504,290,2,71,0,0,290
37632,282,0,71,0,0,282
37760,288,0,71,0,0,288
37888,289,0,71,0,0,289
38016,294,0,71,0,0,294
38144,294,0,74,0,0,294
38272,293,0,74,0,0,293
38400,303,0,71,0,0,303
38528,290,0,71,0,0,290
38656,291,0,71,0,0,291
38784,300,0,71,0,0,300
38912,291,0,77,0,0,291
39040,295,0,78,0,0,295
39168,304,4,75,0,0,304
39296,298,0,73,0,0,298
39424,305,0,74,0,0,305
39552,304,0,72,0,0,304
39680,310,3,71,0,0,310
39808,302,0,79,0,0,302
39936,300,0,79,0,0,300
40064,310,4,80,0,0,310
40192,319,8,81,0,0,319
40320,304,0,80,0,0,304
40448,304,0,79,0,0,304
40576,315,0,80,0,0,315
40704,307,0,79,0,0,307
40832,310,0,81,0,0,310
40960,309,0,79,0,0,309
41088,309,0,80,0,0,309
41216,307,0,81,0,0,307
41344,312,0,81,0,0,312
41472,315,0,81,0,0,315
41600,322,0,82,0,0,322
41728,320,3,81,0,0,320
41856,327,0,81,0,0,327
41984,318,0,81,0,0,318
42112,330,3,80,0,0,330
42240,323,0,81,0,0,323
42368,324,0,81,0,0,324
42496,323,0,81,0,0,323
42624,334,1,81,0,0,334
42752,330,2,82,0,0,330
42880,339,1,81,0,0,339
43008,330,0,81,0,0,330
43136,333,0,83,0,0,333
43264,334,0,86,0,0,334
43392,344,0,89,0,0,344
43520,338,3,87,0,0,338
43648,342,2,88,0,0,342
43776,334,0,88,0,0,334
43904,347,0,95,0,0,347
44032,345,0,90,0,0,345
44160,341,0,85,0,0,341
44288,349,0,90,0,0,349
44416,339,0,89,0,0,339
44544,345,0,89,0,0,345
44672,351,0,89,0,0,351
44800,356,0,90,0,0,356
44928,340,0,90,0,0,340
45056,342,0,89,0,0,342
45184,344,1,89,0,0,344
45312,350,0,89,0,0,350
45440,359,0,91,0,0,359
45568,361,1,90,0,0,361
45696,359,0,90,0,0,359
45824,354,0,90,0,0,354
45952,354,0,90,0,0,354
46080,363,1,90,0,0,363
46208,363,5,91,0,0,363
46336,359,0,91,0,0,359
46464,357,0,91,0,0,357
46592,359,0,91,0,0,359
46720,362,0,91,0,0,362
46848,363,0,91,0,0,363
46976,357,0,91,0,0,357
47104,359,0,91,0,0,359
47232,359,0,91,0,0,359
47360,356,0,93,0,0,356
47488,378,7,97,0,0,378
47616,369,6,100,0,0,369
47744,362,0,99,0,0,362
47872,354,0,92,0,0,354
48000,359,0,91,0,0,359
48128,357,0,98,0,0,357
48256,371,0,96,0,0,371
48384,361,0,100,0,0,361
48512,366,0,99,0,0,366
48640,365,0,102,0,0,365
48768,365,0,100,0,0,365
48896,364,2,97,0,0,364
49024,352,0,100,0,0,352
49152,360,0,100,0,0,360
49280,357,0,100,0,0,357
49408,362,5,99,0,0,362
49536,359,0,100,0,0,359
49664,356,0,99,0,0,356
49792,358,0,99,0,0,358
49920,356,0,100,0,0,356
50048,354,5,100,0,0,354
50176,366,0,97,0,0,366
50304,357,2,99,0,0,357
50432,361,7,99,0,0,361
50560,358,0,99,0,0,358
50688,356,1,99,0,0,356
50816,357,0,100,0,0,357
50944,348,0,101,0,0,348
51072,350,0,100,0,0,350
51200,349,0,101,0,0,349
51328,352,0,101,0,0,352
51456,360,5,101,0,0,360
51584,357,6,101,0,0,357
51712,356,1,101,0,0,356
51840,355,0,101,0,0,355
51968,357,1,101,0,0,357
52096,359,0,101,0,0,359
52224,377,0,118,0,0,377
52352,351,0,101,0,0,351
52480,359,5,101,0,0,359
52608,357,0,101,0,0,357
52736,361,1,101,0,0,361
52864,359,0,101,0,0,359
52992,363,3,101,0,0,363
53120,358,0,102,0,0,358
53248,358,0,102,0,0,358
53376,358,0,102,0,0,358
53504,362,3,103,0,0,362
53632,362,0,101,0,0,362
53760,365,4,101,0,0,365
53888,365,0,102,0,0,365
54016,369,2,102,0,0,369
54144,364,0,106,0,0,364
54272,370,0,104,0,0,370
54400,369,0,105,0,0,369
54528,366,0,105,0,0,366
54656,368,0,107,0,0,368
54784,371,0,107,0,0,371
54912,373,0,107,0,0,373
55040,362,1,110,0,0,362
55168,363,0,110,0,0,363
55296,368,0,109,0,0,368
55424,367,0,110,0,0,367
55552,374,0,109,0,0,374
55680,372,0,108,0,0,372
55808,374,0,109,0,0,374
55936,376,0,109,0,0,376
56064,380,0,111,0,0,380
56192,382,2,111,1,0,382
56320,366,0,111,0,0,366
56448,367,0,110,0,0,367
56576,386,0,121,0,0,386
56704,376,0,111,0,0,376
56832,381,0,111,0,0,381
56960,391,0,123,0,0,391
57088,388,5,111,0,0,388
57216,380,0,111,0,0,380
57344,400,0,126,0,0,400
57472,389,0,111,0,0,389
57600,377,0,111,0,0,377
57728,396,0,125,0,0,396
57856,376,0,112,0,0,376
57984,391,3,112,0,0,391
58112,395,0,125,0,0,395
58240,381,0,112,0,0,381
58368,382,0,114,0,0,382
58496,399,0,131,0,0,399
58624,385,0,117,0,0,385
58752,379,0,117,0,0,379
58880,406,0,130,0,0,406
59008,382,0,118,0,0,382
59136,389,2,118,0,0,389
59264,408,0,132,0,0,408
59392,389,0,116,0,0,389
59520,391,0,118,0,0,391
59648,409,0,133,0,0,409
59776,395,0,120,0,0,395
59904,392,0,120,0,0,392
60032,416,6,131,0,0,416
60160,403,0,119,0,0,403
60288,391,2,121,0,0,391
60416,413,0,136,0,0,413
60544,402,2,121,0,0,402
60672,415,0,120,0,0,415
60800,417,0,132,0,0,417
60928,398,0,121,0,0,398
61056,411,2,122,0,0,411
61184,420,0,136,0,0,420
61312,408,0,121,0,0,408
61440,398,0,125,0,0,398
61568,417,0,136,0,0,417
61696,418,4,124,0,0,418
61824,413,0,122,0,0,413
61952,432,4,132,0,0,432
62080,408,0,125,0,0,408
62208,424,8,125,0,0,424
62336,413,0,127,0,0,413
62464,417,0,126,0,0,417
62592,414,5,127,0,0,414
62720,411,0,123,0,0,411
62848,418,0,130,0,0,418
62976,419,1,127,0,0,419
63104,429,2,130,0,0,429
63232,417,0,127,0,0,417
63360,423,2,128,0,0,423
63488,425,2,127,0,0,425
63616,428,0,129,0,0,428
63744,423,0,130,0,0,423
63872,417,0,131,0,0,417
64000,427,4,131,0,0,427
64128,420,0,131,0,0,420
64256,428,1,131,0,0,428
64384,429,0,131,0,0,429
64512,432,0,132,0,0,432
64640,386,0,118,0,0,386
64768,372,0,112,0,0,372
64896,374,0,112,0,0,374
65024,399,0,114,0,0,399
65152,389,0,117,0,0,389
65280,377,0,112,0,0,377
65408,378,0,111,0,0,378
65536,380,0,111,0,0,380
65664,382,0,111,0,0,382
65792,381,0,111,0,0,381
65920,379,0,111,0,0,379
66048,380,0,111,0,0,380
66176,380,0,114,0,0,380
66304,381,0,112,0,0,381
66432,382,0,112,0,0,382
66560,379,0,111,0,0,379
66688,383,0,111,0,0,383
66816,377,0,112,0,0,377
66944,409,0,121,0,0,409
67072,414,3,124,0,0,414
67200,417,5,121,0,0,417
67328,409,0,121,0,0,409
67456,390,2,112,0,0,390
67584,387,0,116,0,0,387
67712,390,0,113,0,0,390
67840,390,0,117,0,0,390
67968,393,0,117,0,0,393
68096,394,0,112,0,0,394
68224,430,0,131,0,0,430
68352,422,0,122,0,0,422
68480,423,0,127,0,0,423
68608,419,0,125,0,0,419
68736,415,3,122,0,0,415
68864,426,5,122,0,0,426
68992,430,0,129,0,0,430
69120,401,1,120,0,0,401
69248,400,0,118,0,0,400
69376,422,0,126,0,0,422
69504,401,0,121,0,0,401
69632,405,0,118,0,0,405
69760,434,0,130,0,0,434
69888,410,0,126,0,0,410
70016,408,0,121,0,0,408
70144,420,0,128,0,0,420
70272,416,6,122,0,0,416
70400,412,0,126,0,0,412
70528,415,4,121,0,0,415
70656,429,0,121,0,0,429
70784,418,2,121,0,0,418
70912,410,0,122,0,0,410
71040,447,0,131,0,0,447
71168,438,0,131,0,0,438
71296,423,0,127,0,0,423
71424,413,0,121,0,0,413
71552,429,0,131,0,0,429
71680,440,0,131,0,0,440
71808,439,0,132,0,0,439
71936,445,4,131,0,0,445
72064,441,0,130,0,0,441
72192,446,0,132,0,0,446
72320,445,0,131,0,0,445
72448,434,0,131,0,0,434
72576,450,0,131,0,0,450
72704,418,0,123,0,0,418
72832,430,6,127,0,0,430
72960,430,1,130,0,0,430
73088,445,3,131,0,0,445
73216,428,0,123,0,0,428
73344,428,0,129,0,0,428
73472,442,0,130,0,0,442
73600,427,0,127,0,0,427
73728,429,0,125,0,0,429
73856,430,0,125,0,0,430
73984,432,0,127,0,0,432
74112,426,0,125,0,0,426
74240,437,1,126,0,0,437
74368,432,5,129,0,0,432
74496,434,3,129,0,0,434
74624,431,0,130,0,0,431
74752,463,0,141,0,0,463
74880,458,0,136,0,0,458
75008,447,0,134,0,0,447
75136,446,0,137,0,0,446
75264,455,0,139,0,0,455
